time,temperature_2m,precipitation(mm),rain(mm),surface_pressure(hPa),wind_speed_10m(km/h),temperature_80m,relative_humidity_2m
2025-08-18T10:00,20.5,0.00,0.00,1011.3,7.1,19.7,90
2025-08-18T11:00,20.5,0.00,0.00,1012.0,7.6,19.8,90
2025-08-18T12:00,20.8,0.00,0.00,1012.6,7.1,19.9,91
2025-08-18T13:00,21.5,0.00,0.00,1013.1,8.2,20.2,87
2025-08-18T14:00,22.6,0.00,0.00,1013.4,7.6,20.9,83
2025-08-18T15:00,23.7,0.00,0.00,1013.2,7.4,21.8,79
2025-08-18T16:00,25.1,0.00,0.00,1012.7,6.2,22.9,74
2025-08-18T17:00,26.6,0.00,0.00,1011.9,2.4,24.6,67
2025-08-18T18:00,27.5,0.00,0.00,1011.3,2.5,25.3,65
2025-08-18T19:00,28.4,0.00,0.00,1010.4,4.3,26.3,60
2025-08-18T20:00,28.5,0.00,0.00,1009.3,6.5,26.6,60
2025-08-18T21:00,28.0,0.00,0.00,1008.6,8.3,26.5,63
2025-08-18T22:00,27.3,0.00,0.00,1008.4,10.9,25.9,66
2025-08-18T23:00,25.5,0.00,0.00,1008.6,13.1,24.4,74
2025-08-19T00:00,23.5,0.00,0.00,1009.8,13.8,22.6,82
2025-08-19T01:00,22.7,0.00,0.00,1010.6,12.3,21.8,83
2025-08-19T02:00,22.2,0.00,0.00,1011.6,10.2,21.4,85
2025-08-19T03:00,21.8,0.00,0.00,1011.8,9.4,21.0,86
2025-08-19T04:00,21.5,0.00,0.00,1012.0,9.4,20.6,87
2025-08-19T05:00,21.1,0.00,0.00,1011.7,8.9,20.3,88
2025-08-19T06:00,20.8,0.00,0.00,1011.3,8.7,19.9,89
2025-08-19T07:00,20.6,0.00,0.00,1011.2,8.4,19.8,90
2025-08-19T08:00,20.6,0.00,0.00,1011.2,7.7,19.7,90
2025-08-19T09:00,20.6,0.00,0.00,1011.4,7.5,19.7,90
2025-08-19T10:00,20.5,0.00,0.00,1011.8,7.3,19.6,89
2025-08-19T11:00,20.5,0.00,0.00,1012.0,7.7,19.6,89
2025-08-19T12:00,20.3,0.00,0.00,1012.0,7.4,19.4,89
2025-08-19T13:00,21.0,0.00,0.00,1012.6,8.7,19.7,86
2025-08-19T14:00,22.2,0.00,0.00,1013.3,9.2,20.4,82
2025-08-19T15:00,23.6,0.00,0.00,1013.8,8.4,21.5,77
2025-08-19T16:00,24.9,0.00,0.00,1013.3,6.2,22.7,73
2025-08-19T17:00,25.9,0.00,0.00,1012.2,5.2,23.9,68
2025-08-19T18:00,27.2,0.00,0.00,1011.0,5.8,25.2,65
2025-08-19T19:00,27.8,0.00,0.00,1009.8,6.8,25.9,63
2025-08-19T20:00,27.8,0.00,0.00,1009.1,8.4,25.9,64
2025-08-19T21:00,27.3,0.00,0.00,1008.6,9.5,25.8,67
2025-08-19T22:00,26.7,0.00,0.00,1008.9,10.9,25.4,70
2025-08-19T23:00,25.6,0.00,0.00,1009.5,12.8,24.6,74
