latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-1.0,-91.125,7.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),temperature_80m (°C),relative_humidity_2m (%)
2025-06-30T04:00,21.9,0.00,0.00,1013.2,10.5,21.2,93
2025-06-30T05:00,21.7,0.00,0.00,1013.7,9.0,21.0,96
2025-06-30T06:00,21.8,0.00,0.00,1013.3,9.7,21.1,96
2025-06-30T07:00,21.6,0.00,0.00,1012.8,7.7,20.9,95
2025-06-30T08:00,21.2,0.00,0.00,1011.8,6.2,20.8,96
2025-06-30T09:00,21.0,0.00,0.00,1011.5,6.2,20.8,97
2025-06-30T10:00,21.2,0.00,0.00,1011.4,7.7,20.8,98
2025-06-30T11:00,21.4,0.00,0.00,1011.9,8.7,20.8,96
2025-06-30T12:00,21.3,0.00,0.00,1012.1,8.0,20.6,95
2025-06-30T13:00,21.5,0.00,0.00,1012.8,9.0,20.6,95
2025-06-30T14:00,22.3,0.00,0.00,1013.4,11.4,21.0,90
2025-06-30T15:00,23.3,0.00,0.00,1013.8,14.5,21.6,84
2025-06-30T16:00,23.9,0.00,0.00,1014.0,16.8,22.0,82
2025-06-30T17:00,23.9,0.00,0.00,1013.7,15.5,22.1,80
2025-06-30T18:00,24.5,0.00,0.00,1013.4,15.0,22.5,78
2025-06-30T19:00,24.7,0.00,0.00,1012.4,15.2,22.6,77
2025-06-30T20:00,25.5,0.00,0.00,1011.4,16.0,22.9,73
2025-06-30T21:00,25.4,0.00,0.00,1010.7,15.8,23.0,74
2025-06-30T22:00,24.9,0.00,0.00,1010.6,14.5,22.8,77
2025-06-30T23:00,24.0,0.00,0.00,1010.8,13.2,22.4,80
2025-07-01T00:00,23.2,0.00,0.00,1011.3,10.6,22.1,85
2025-07-01T01:00,22.4,0.00,0.00,1011.6,6.9,21.7,89
2025-07-01T02:00,22.0,0.00,0.00,1012.1,5.3,21.5,92
2025-07-01T03:00,21.5,0.00,0.00,1012.5,4.8,21.2,95
2025-07-01T04:00,21.4,0.00,0.00,1013.0,4.8,21.3,97
2025-07-01T05:00,21.4,0.00,0.00,1013.4,4.5,21.3,98
2025-07-01T06:00,21.4,0.00,0.00,1014.3,5.8,21.2,100
2025-07-01T07:00,21.5,0.00,0.00,1013.3,5.7,21.0,99
2025-07-01T08:00,21.4,0.00,0.00,1012.6,5.9,20.9,99
2025-07-01T09:00,21.3,0.00,0.00,1011.7,5.9,20.9,99
2025-07-01T10:00,21.3,0.00,0.00,1011.7,5.8,20.9,99
2025-07-01T11:00,21.5,0.00,0.00,1011.9,6.5,21.0,99
2025-07-01T12:00,21.9,0.00,0.00,1012.5,7.4,21.3,98
2025-07-01T13:00,22.1,0.00,0.00,1012.9,8.7,21.4,96
2025-07-01T14:00,22.5,0.00,0.00,1013.6,9.7,21.4,95
2025-07-01T15:00,23.2,0.00,0.00,1013.8,11.2,21.8,90
2025-07-01T16:00,23.6,0.00,0.00,1014.0,13.1,22.0,87
2025-07-01T17:00,23.8,0.00,0.00,1013.6,13.8,22.1,86
2025-07-01T18:00,24.1,0.00,0.00,1013.2,12.9,22.5,86
2025-07-01T19:00,24.5,0.00,0.00,1012.4,14.3,22.7,83
2025-07-01T20:00,24.2,0.00,0.00,1011.8,14.6,22.6,84
2025-07-01T21:00,24.1,0.00,0.00,1011.3,14.7,22.5,85
2025-07-01T22:00,24.1,0.00,0.00,1011.4,13.8,22.4,86
2025-07-01T23:00,23.6,0.00,0.00,1011.6,11.2,22.3,87
2025-07-02T00:00,23.3,0.00,0.00,1012.0,8.3,22.3,89
2025-07-02T01:00,22.8,0.00,0.00,1012.5,5.0,22.1,92
2025-07-02T02:00,22.3,0.00,0.00,1013.1,3.8,22.0,94
2025-07-02T03:00,21.9,0.00,0.00,1013.4,3.5,21.9,96
2025-07-02T04:00,21.7,0.00,0.00,1013.8,3.9,21.8,96
2025-07-02T05:00,21.7,0.00,0.00,1014.0,4.4,21.7,97
2025-07-02T06:00,21.3,0.00,0.00,1014.3,5.9,21.1,99
2025-07-02T07:00,21.3,0.00,0.00,1013.4,6.2,21.1,99
2025-07-02T08:00,21.3,0.00,0.00,1012.6,6.0,21.0,100
2025-07-02T09:00,21.3,0.00,0.00,1011.9,6.6,21.0,99
2025-07-02T10:00,21.4,0.00,0.00,1011.9,6.9,20.9,99
2025-07-02T11:00,21.2,0.00,0.00,1012.2,5.9,20.9,99
2025-07-02T12:00,21.6,0.00,0.00,1012.4,9.4,21.1,97
2025-07-02T13:00,22.0,0.00,0.00,1012.5,10.0,21.1,95
2025-07-02T14:00,22.8,0.00,0.00,1013.4,11.8,21.5,90
2025-07-02T15:00,23.8,0.00,0.00,1013.6,13.4,22.1,84
2025-07-02T16:00,24.7,0.00,0.00,1013.7,14.2,22.6,79
2025-07-02T17:00,25.2,0.00,0.00,1013.2,16.6,22.9,77
2025-07-02T18:00,25.7,0.00,0.00,1012.3,16.2,23.3,75
2025-07-02T19:00,25.8,0.00,0.00,1012.1,16.5,23.3,76
2025-07-02T20:00,25.7,0.00,0.00,1011.2,16.6,23.3,77
2025-07-02T21:00,25.5,0.00,0.00,1010.8,16.9,23.2,77
2025-07-02T22:00,24.9,0.00,0.00,1010.9,16.9,23.1,79
2025-07-02T23:00,24.1,0.00,0.00,1011.3,15.1,22.7,83
2025-07-03T00:00,23.8,0.00,0.00,1012.4,13.3,22.8,86
2025-07-03T01:00,23.4,0.00,0.00,1012.9,9.8,22.5,89
2025-07-03T02:00,23.2,0.00,0.00,1013.4,6.7,22.4,91
2025-07-03T03:00,23.1,0.00,0.00,1014.0,5.0,22.3,92
2025-07-03T04:00,22.9,0.00,0.00,1014.5,4.1,22.3,92
2025-07-03T05:00,22.8,0.00,0.00,1014.9,3.1,22.4,93
2025-07-03T06:00,22.6,0.00,0.00,1014.5,3.9,22.1,93
2025-07-03T07:00,22.6,0.00,0.00,1013.7,4.9,22.0,93
2025-07-03T08:00,22.5,0.00,0.00,1012.8,5.8,21.8,94
2025-07-03T09:00,22.4,0.00,0.00,1012.1,6.5,21.7,95
2025-07-03T10:00,22.4,0.00,0.00,1012.2,6.8,21.6,95
2025-07-03T11:00,22.3,0.00,0.00,1012.4,6.9,21.6,95
2025-07-03T12:00,22.2,0.00,0.00,1012.7,7.3,21.6,97
2025-07-03T13:00,22.4,0.00,0.00,1013.2,8.6,21.6,95
2025-07-03T14:00,23.0,0.00,0.00,1014.1,9.6,21.8,91
2025-07-03T15:00,23.7,0.00,0.00,1014.4,11.2,22.1,85
2025-07-03T16:00,24.6,0.00,0.00,1014.5,12.6,22.7,80
2025-07-03T17:00,25.4,0.00,0.00,1014.3,14.8,23.1,77
2025-07-03T18:00,25.6,0.00,0.00,1013.7,15.6,23.5,77
2025-07-03T19:00,25.4,0.00,0.00,1013.3,15.5,23.3,79
2025-07-03T20:00,25.8,0.00,0.00,1012.6,15.5,23.4,75
2025-07-03T21:00,25.7,0.00,0.00,1011.9,17.1,23.5,74
2025-07-03T22:00,25.2,0.00,0.00,1011.8,16.3,23.2,77
2025-07-03T23:00,24.5,0.00,0.00,1012.2,14.1,22.9,81
2025-07-04T00:00,23.8,0.00,0.00,1012.8,10.5,22.8,86
2025-07-04T01:00,23.2,0.00,0.00,1013.8,7.3,22.4,90
2025-07-04T02:00,22.8,0.00,0.00,1014.3,5.6,22.2,93
2025-07-04T03:00,22.6,0.00,0.00,1015.1,3.8,22.2,95
2025-07-04T04:00,22.1,0.00,0.00,1015.2,2.9,22.1,97
2025-07-04T05:00,21.8,0.00,0.00,1015.8,1.8,22.1,97
2025-07-04T06:00,21.8,0.00,0.00,1015.7,3.2,21.9,98
2025-07-04T07:00,21.6,0.00,0.00,1015.3,3.4,21.7,99
2025-07-04T08:00,21.6,0.00,0.00,1014.5,3.2,21.6,100
2025-07-04T09:00,21.4,0.00,0.00,1014.2,2.7,21.4,100
2025-07-04T10:00,21.3,0.00,0.00,1014.4,2.2,21.3,100
2025-07-04T11:00,21.1,0.00,0.00,1014.5,1.8,21.2,100
2025-07-04T12:00,21.6,0.00,0.00,1014.9,6.6,21.4,96
2025-07-04T13:00,22.1,0.00,0.00,1015.4,6.8,21.4,94
2025-07-04T14:00,23.2,0.00,0.00,1015.9,10.6,21.9,87
2025-07-04T15:00,24.4,0.00,0.00,1016.2,13.1,22.4,80
2025-07-04T16:00,25.2,0.00,0.00,1016.1,15.2,22.8,77
2025-07-04T17:00,25.8,0.00,0.00,1016.0,16.2,23.0,74
2025-07-04T18:00,25.9,0.00,0.00,1015.3,15.6,23.0,71
2025-07-04T19:00,25.9,0.00,0.00,1014.7,16.2,23.0,71
2025-07-04T20:00,25.7,0.00,0.00,1013.6,17.0,23.0,71
2025-07-04T21:00,25.3,0.00,0.00,1012.8,17.1,22.8,72
2025-07-04T22:00,24.6,0.00,0.00,1012.6,16.1,22.6,76
2025-07-04T23:00,23.8,0.00,0.00,1013.1,14.9,22.3,80
2025-07-05T00:00,23.5,0.00,0.00,1013.8,13.3,22.4,82
2025-07-05T01:00,23.1,0.00,0.00,1014.3,11.5,22.2,84
2025-07-05T02:00,23.1,0.00,0.00,1014.6,10.6,22.2,85
2025-07-05T03:00,22.8,0.00,0.00,1015.1,10.1,22.0,87
2025-07-05T04:00,22.6,0.00,0.00,1015.2,9.0,21.8,89
2025-07-05T05:00,22.6,0.00,0.00,1015.8,7.6,21.8,89
2025-07-05T06:00,22.6,0.00,0.00,1015.4,7.8,21.9,90
2025-07-05T07:00,22.5,0.00,0.00,1014.6,7.7,21.8,90
2025-07-05T08:00,22.3,0.00,0.00,1013.6,7.7,21.5,91
2025-07-05T09:00,22.1,0.00,0.00,1013.0,7.1,21.4,93
2025-07-05T10:00,22.0,0.00,0.00,1013.3,6.5,21.3,93
2025-07-05T11:00,21.9,0.00,0.00,1013.7,7.6,21.2,92
2025-07-05T12:00,22.2,0.00,0.00,1014.1,9.1,21.5,90
2025-07-05T13:00,22.3,0.00,0.00,1014.7,10.5,21.4,89
2025-07-05T14:00,22.9,0.00,0.00,1015.4,13.3,21.6,86
2025-07-05T15:00,23.5,0.00,0.00,1016.3,14.5,22.0,83
2025-07-05T16:00,24.5,0.00,0.00,1016.3,16.5,22.4,78
2025-07-05T17:00,25.0,0.00,0.00,1016.2,18.3,22.7,76
2025-07-05T18:00,25.3,0.00,0.00,1015.1,19.2,23.0,75
2025-07-05T19:00,25.6,0.00,0.00,1014.4,18.9,23.2,74
2025-07-05T20:00,25.6,0.00,0.00,1013.3,20.2,23.2,74
2025-07-05T21:00,25.1,0.00,0.00,1012.9,20.0,23.0,76
2025-07-05T22:00,24.6,0.00,0.00,1012.9,18.5,22.8,77
2025-07-05T23:00,24.1,0.00,0.00,1013.2,17.6,22.7,80
2025-07-06T00:00,23.5,0.00,0.00,1013.5,15.8,22.5,83
2025-07-06T01:00,22.8,0.00,0.00,1013.9,13.2,22.0,89
2025-07-06T02:00,22.3,0.00,0.00,1014.2,11.1,21.8,91
2025-07-06T03:00,22.0,0.00,0.00,1014.7,9.5,21.6,92
2025-07-06T04:00,21.8,0.00,0.00,1014.6,9.8,21.5,94
2025-07-06T05:00,21.7,0.00,0.00,1014.6,9.8,21.4,95
2025-07-06T06:00,21.9,0.00,0.00,1014.5,10.8,21.4,94
2025-07-06T07:00,21.9,0.00,0.00,1014.1,10.5,21.4,95
2025-07-06T08:00,21.8,0.00,0.00,1013.5,10.7,21.3,95
2025-07-06T09:00,21.7,0.00,0.00,1012.9,11.0,21.1,96
2025-07-06T10:00,21.5,0.00,0.00,1012.8,10.8,20.9,97
2025-07-06T11:00,21.5,0.00,0.00,1012.9,10.5,20.9,97
2025-07-06T12:00,21.7,0.00,0.00,1013.2,9.4,21.3,97
2025-07-06T13:00,22.2,0.10,0.00,1013.6,12.9,21.4,94
2025-07-06T14:00,22.9,0.00,0.00,1014.5,16.4,21.6,90
2025-07-06T15:00,23.7,0.00,0.00,1014.5,18.7,22.0,86
2025-07-06T16:00,24.5,0.00,0.00,1015.0,19.3,22.3,81
2025-07-06T17:00,25.3,0.00,0.00,1014.4,20.2,22.7,77
2025-07-06T18:00,26.1,0.00,0.00,1014.0,21.4,23.3,72
2025-07-06T19:00,26.1,0.00,0.00,1012.8,21.4,23.3,72
2025-07-06T20:00,26.4,0.00,0.00,1012.0,21.1,23.5,70
2025-07-06T21:00,25.9,0.00,0.00,1011.6,20.1,23.3,73
2025-07-06T22:00,25.1,0.00,0.00,1011.7,18.8,23.0,77
2025-07-06T23:00,24.2,0.00,0.00,1012.0,16.8,22.6,82
2025-07-07T00:00,23.5,0.00,0.00,1012.4,14.8,22.4,86
2025-07-07T01:00,22.9,0.00,0.00,1013.2,11.7,22.2,90
2025-07-07T02:00,22.6,0.00,0.00,1013.8,10.0,21.9,93
2025-07-07T03:00,22.3,0.00,0.00,1014.1,8.5,21.7,95
2025-07-07T04:00,22.0,0.00,0.00,1014.1,7.2,21.6,97
2025-07-07T05:00,21.7,0.00,0.00,1014.5,6.1,21.5,97
2025-07-07T06:00,21.2,0.00,0.00,1014.0,6.5,21.3,98
2025-07-07T07:00,20.9,0.00,0.00,1013.2,5.8,21.2,98
2025-07-07T08:00,20.6,0.00,0.00,1012.3,6.3,21.0,99
2025-07-07T09:00,20.4,0.00,0.00,1011.9,6.4,21.0,99
2025-07-07T10:00,20.6,0.00,0.00,1011.7,6.9,21.1,98
2025-07-07T11:00,20.8,0.00,0.00,1012.2,7.3,21.2,98
2025-07-07T12:00,21.2,0.00,0.00,1012.3,9.5,20.8,99
2025-07-07T13:00,21.7,0.00,0.00,1013.2,12.3,21.0,96
2025-07-07T14:00,22.7,0.00,0.00,1013.8,17.1,21.3,90
2025-07-07T15:00,23.3,0.00,0.00,1014.4,18.6,21.6,85
2025-07-07T16:00,24.2,0.00,0.00,1014.5,17.3,22.1,78
2025-07-07T17:00,25.1,0.00,0.00,1014.2,17.8,22.5,74
2025-07-07T18:00,25.8,0.00,0.00,1013.6,19.3,23.0,72
2025-07-07T19:00,26.2,0.00,0.00,1012.8,18.6,23.3,68
2025-07-07T20:00,26.2,0.00,0.00,1012.1,18.6,23.3,67
2025-07-07T21:00,25.8,0.00,0.00,1011.3,18.2,23.2,69
2025-07-07T22:00,25.3,0.00,0.00,1011.3,17.3,23.1,71
2025-07-07T23:00,24.6,0.00,0.00,1011.6,15.5,22.9,74
2025-07-08T00:00,23.3,0.00,0.00,1012.3,12.9,22.2,80
2025-07-08T01:00,22.7,0.00,0.00,1012.9,11.4,21.8,85
2025-07-08T02:00,22.3,0.00,0.00,1013.5,10.5,21.5,90
2025-07-08T03:00,22.0,0.00,0.00,1014.2,8.9,21.3,92
2025-07-08T04:00,21.8,0.00,0.00,1014.9,6.1,21.3,92
2025-07-08T05:00,21.4,0.00,0.00,1015.2,4.4,21.3,94
2025-07-08T06:00,21.5,0.00,0.00,1014.8,2.8,21.2,95
2025-07-08T07:00,21.1,0.00,0.00,1014.1,2.8,21.1,96
2025-07-08T08:00,20.8,0.00,0.00,1013.2,2.1,21.0,97
2025-07-08T09:00,20.5,0.00,0.00,1012.8,2.2,20.9,97
2025-07-08T10:00,20.3,0.00,0.00,1012.7,2.6,20.9,97
2025-07-08T11:00,20.2,0.00,0.00,1013.4,3.0,21.0,97
2025-07-08T12:00,21.3,0.00,0.00,1013.3,5.8,21.3,95
2025-07-08T13:00,21.9,0.00,0.00,1014.1,6.6,21.4,92
2025-07-08T14:00,23.1,0.00,0.00,1014.8,10.8,21.7,85
2025-07-08T15:00,24.2,0.00,0.00,1015.0,13.8,22.2,79
2025-07-08T16:00,24.9,0.00,0.00,1015.4,17.1,22.6,76
2025-07-08T17:00,25.1,0.00,0.00,1014.9,18.8,22.7,76
2025-07-08T18:00,25.8,0.00,0.00,1014.5,19.4,23.3,73
2025-07-08T19:00,25.6,0.00,0.00,1013.4,19.6,23.2,73
2025-07-08T20:00,25.5,0.00,0.00,1012.8,19.4,23.1,74
2025-07-08T21:00,25.3,0.00,0.00,1012.1,17.2,23.0,74
2025-07-08T22:00,24.9,0.00,0.00,1011.8,15.8,22.9,76
2025-07-08T23:00,24.2,0.00,0.00,1011.9,14.2,22.6,80
2025-07-09T00:00,23.3,0.00,0.00,1012.3,11.9,22.2,84
2025-07-09T01:00,22.7,0.00,0.00,1013.5,9.2,21.9,89
2025-07-09T02:00,22.4,0.00,0.00,1014.4,8.4,21.7,91
2025-07-09T03:00,22.2,0.00,0.00,1015.0,8.4,21.5,92
2025-07-09T04:00,22.0,0.00,0.00,1015.8,7.4,21.4,93
2025-07-09T05:00,21.9,0.00,0.00,1015.9,7.1,21.4,94
2025-07-09T06:00,22.1,0.00,0.00,1015.5,6.8,21.5,94
2025-07-09T07:00,22.0,0.00,0.00,1014.8,7.4,21.4,95
2025-07-09T08:00,22.0,0.00,0.00,1014.2,8.2,21.3,95
2025-07-09T09:00,21.9,0.00,0.00,1013.8,8.9,21.2,95
2025-07-09T10:00,21.9,0.00,0.00,1013.6,10.0,21.2,95
2025-07-09T11:00,22.1,0.00,0.00,1013.9,11.8,21.4,94
2025-07-09T12:00,22.1,0.00,0.00,1014.0,12.9,21.3,93
2025-07-09T13:00,22.2,0.00,0.00,1015.0,13.4,21.3,92
2025-07-09T14:00,22.6,0.00,0.00,1015.9,15.7,21.4,90
2025-07-09T15:00,23.1,0.00,0.00,1016.3,17.1,21.7,87
2025-07-09T16:00,23.5,0.00,0.00,1016.5,17.3,21.8,84
2025-07-09T17:00,24.0,0.00,0.00,1016.2,18.7,22.0,82
2025-07-09T18:00,24.0,0.00,0.00,1015.5,16.7,22.4,82
2025-07-09T19:00,24.1,0.00,0.00,1014.8,15.1,22.4,82
2025-07-09T20:00,25.1,0.00,0.00,1013.4,15.4,22.8,77
2025-07-09T21:00,25.3,0.00,0.00,1012.8,17.2,23.0,76
2025-07-09T22:00,24.5,0.00,0.00,1012.6,17.3,22.6,81
2025-07-09T23:00,23.9,0.00,0.00,1013.0,15.5,22.4,84
2025-07-10T00:00,23.4,0.00,0.00,1013.3,14.2,22.4,87
2025-07-10T01:00,23.0,0.10,0.00,1014.2,12.2,22.2,89
2025-07-10T02:00,22.9,0.00,0.00,1015.0,9.5,22.1,90
2025-07-10T03:00,22.8,0.00,0.00,1015.4,9.1,22.0,91
2025-07-10T04:00,22.6,0.00,0.00,1015.6,9.3,21.9,92
2025-07-10T05:00,22.5,0.00,0.00,1015.8,9.5,21.9,92
2025-07-10T06:00,22.4,0.10,0.00,1015.1,10.1,21.7,93
2025-07-10T07:00,22.3,0.10,0.00,1014.6,10.8,21.6,93
2025-07-10T08:00,22.2,0.00,0.00,1013.7,10.3,21.5,92
2025-07-10T09:00,22.1,0.00,0.00,1013.0,10.9,21.5,91
2025-07-10T10:00,22.0,0.00,0.00,1013.0,11.9,21.3,92
2025-07-10T11:00,21.9,0.00,0.00,1013.2,11.7,21.2,93
2025-07-10T12:00,21.9,0.00,0.00,1013.4,10.1,21.2,93
2025-07-10T13:00,22.1,0.00,0.00,1014.2,10.7,21.2,92
2025-07-10T14:00,22.7,0.00,0.00,1015.5,13.8,21.5,89
2025-07-10T15:00,23.2,0.00,0.00,1015.8,16.7,21.7,87
2025-07-10T16:00,23.6,0.00,0.00,1016.0,16.7,21.8,85
2025-07-10T17:00,24.2,0.00,0.00,1015.3,17.1,22.1,80
2025-07-10T18:00,24.7,0.00,0.00,1014.5,18.1,22.6,79
2025-07-10T19:00,25.3,0.00,0.00,1013.7,18.2,22.8,77
2025-07-10T20:00,25.2,0.10,0.00,1012.8,18.1,22.8,75
2025-07-10T21:00,25.0,0.00,0.00,1012.5,17.8,22.8,74
2025-07-10T22:00,24.6,0.00,0.00,1012.5,17.7,22.7,76
2025-07-10T23:00,23.8,0.00,0.00,1012.7,16.0,22.3,80
2025-07-11T00:00,23.2,0.00,0.00,1013.2,13.4,22.2,84
2025-07-11T01:00,22.5,0.00,0.00,1013.8,12.2,21.8,89
2025-07-11T02:00,22.2,0.00,0.00,1014.6,11.8,21.5,92
2025-07-11T03:00,21.9,0.00,0.00,1015.1,10.6,21.2,94
2025-07-11T04:00,21.7,0.00,0.00,1015.3,9.8,21.0,96
2025-07-11T05:00,21.6,0.00,0.00,1015.5,8.7,21.1,94
2025-07-11T06:00,21.6,0.00,0.00,1015.1,8.9,21.0,91
2025-07-11T07:00,21.6,0.00,0.00,1014.8,7.9,21.0,90
2025-07-11T08:00,21.4,0.00,0.00,1014.0,7.2,21.0,91
2025-07-11T09:00,21.3,0.00,0.00,1013.6,6.6,21.1,92
2025-07-11T10:00,21.6,0.00,0.00,1013.5,8.8,21.3,90
2025-07-11T11:00,21.6,0.00,0.00,1013.8,12.8,21.1,91
2025-07-11T12:00,21.5,0.00,0.00,1013.9,13.6,20.8,94
2025-07-11T13:00,21.6,0.00,0.00,1014.5,13.1,20.7,93
2025-07-11T14:00,22.4,0.00,0.00,1015.1,14.6,21.0,88
2025-07-11T15:00,23.2,0.00,0.00,1015.5,16.6,21.5,83
2025-07-11T16:00,23.6,0.00,0.00,1015.5,18.5,21.8,80
2025-07-11T17:00,24.1,0.00,0.00,1015.2,18.8,22.0,76
2025-07-11T18:00,24.8,0.00,0.00,1014.8,18.2,22.4,73
2025-07-11T19:00,25.1,0.00,0.00,1013.6,18.1,22.7,72
2025-07-11T20:00,24.7,0.00,0.00,1012.5,18.3,22.5,74
2025-07-11T21:00,24.4,0.00,0.00,1011.9,18.1,22.2,75
2025-07-11T22:00,23.9,0.00,0.00,1012.3,17.8,22.0,76
2025-07-11T23:00,23.3,0.00,0.00,1012.8,15.7,21.8,78
2025-07-12T00:00,22.8,0.00,0.00,1013.3,14.1,21.8,81
2025-07-12T01:00,22.1,0.00,0.00,1013.8,11.5,21.5,86
2025-07-12T02:00,21.7,0.00,0.00,1014.4,9.5,21.2,89
2025-07-12T03:00,21.3,0.00,0.00,1014.8,7.8,21.0,91
2025-07-12T04:00,20.9,0.00,0.00,1015.1,6.3,20.9,93
2025-07-12T05:00,20.3,0.00,0.00,1015.3,5.4,20.9,95
2025-07-12T06:00,19.7,0.00,0.00,1015.4,4.2,20.7,96
2025-07-12T07:00,19.6,0.00,0.00,1014.9,5.0,20.8,96
2025-07-12T08:00,19.6,0.00,0.00,1014.2,5.5,20.9,96
2025-07-12T09:00,19.8,0.00,0.00,1013.8,6.2,20.8,97
2025-07-12T10:00,20.0,0.00,0.00,1014.0,6.1,20.6,97
2025-07-12T11:00,20.0,0.00,0.00,1014.2,5.9,20.7,97
2025-07-12T12:00,19.9,0.00,0.00,1014.6,5.4,20.5,98
2025-07-12T13:00,20.5,0.00,0.00,1015.0,5.9,20.8,96
2025-07-12T14:00,22.3,0.00,0.00,1015.7,10.3,21.1,87
2025-07-12T15:00,23.4,0.00,0.00,1016.1,15.0,21.9,80
2025-07-12T16:00,23.6,0.00,0.00,1016.2,16.1,21.7,82
2025-07-12T17:00,24.6,0.00,0.00,1015.6,15.9,22.1,74
2025-07-12T18:00,25.7,0.00,0.00,1014.1,19.2,23.0,69
2025-07-12T19:00,25.8,0.00,0.00,1013.4,19.9,22.9,69
2025-07-12T20:00,25.4,0.00,0.00,1012.6,20.6,22.7,71
2025-07-12T21:00,25.1,0.00,0.00,1012.1,19.7,22.6,70
2025-07-12T22:00,24.5,0.00,0.00,1012.0,18.7,22.3,72
2025-07-12T23:00,23.6,0.00,0.00,1012.4,16.6,22.0,76
2025-07-13T00:00,23.0,0.00,0.00,1012.8,16.9,22.0,82
2025-07-13T01:00,22.3,0.00,0.00,1013.4,13.5,21.4,88
2025-07-13T02:00,22.0,0.00,0.00,1013.8,10.1,21.2,89
2025-07-13T03:00,21.6,0.00,0.00,1014.6,7.3,21.2,90
2025-07-13T04:00,21.1,0.00,0.00,1014.5,6.2,21.2,92
2025-07-13T05:00,20.9,0.00,0.00,1014.9,6.2,21.1,95
2025-07-13T06:00,21.3,0.00,0.00,1014.5,6.6,20.8,95
2025-07-13T07:00,21.1,0.00,0.00,1014.1,5.3,20.6,96
2025-07-13T08:00,20.9,0.00,0.00,1013.5,5.0,20.5,97
2025-07-13T09:00,20.6,0.00,0.00,1012.8,5.0,20.4,98
2025-07-13T10:00,20.4,0.00,0.00,1012.7,5.8,20.3,98
2025-07-13T11:00,20.4,0.00,0.00,1012.5,6.5,20.2,98
2025-07-13T12:00,20.7,0.00,0.00,1012.8,6.4,20.3,96
2025-07-13T13:00,21.0,0.00,0.00,1013.2,6.3,20.3,94
2025-07-13T14:00,22.4,0.00,0.00,1014.0,9.7,21.0,85
2025-07-13T15:00,24.0,0.00,0.00,1014.2,13.9,22.3,77
2025-07-13T16:00,24.4,0.00,0.00,1014.5,17.8,22.5,77
2025-07-13T17:00,23.8,0.00,0.00,1014.2,18.6,21.9,82
2025-07-13T18:00,24.5,0.00,0.00,1013.8,18.6,22.3,76
2025-07-13T19:00,24.9,0.00,0.00,1013.0,18.4,22.6,73
2025-07-13T20:00,25.1,0.00,0.00,1012.4,19.4,22.7,73
2025-07-13T21:00,24.4,0.00,0.00,1011.8,19.2,22.3,78
2025-07-13T22:00,24.1,0.00,0.00,1011.6,17.1,22.2,79
2025-07-13T23:00,23.6,0.00,0.00,1011.8,15.2,22.1,81
2025-07-14T00:00,22.9,0.00,0.00,1012.6,13.4,21.8,86
2025-07-14T01:00,22.4,0.00,0.00,1013.0,10.6,21.6,89
2025-07-14T02:00,22.1,0.00,0.00,1013.4,9.0,21.4,92
2025-07-14T03:00,21.9,0.00,0.00,1013.9,9.1,21.3,93
2025-07-14T04:00,21.7,0.00,0.00,1014.2,8.7,21.1,94
2025-07-14T05:00,21.4,0.00,0.00,1014.4,7.3,20.9,96
2025-07-14T06:00,21.3,0.00,0.00,1013.5,6.2,20.9,97
2025-07-14T07:00,21.1,0.00,0.00,1013.0,6.2,20.9,98
2025-07-14T08:00,21.1,0.00,0.00,1012.6,6.7,20.9,98
2025-07-14T09:00,21.2,0.00,0.00,1012.2,7.4,20.8,97
2025-07-14T10:00,21.2,0.00,0.00,1012.2,8.2,20.7,97
2025-07-14T11:00,21.3,0.00,0.00,1012.3,9.7,20.7,97
2025-07-14T12:00,21.4,0.00,0.00,1012.6,11.6,20.8,96
2025-07-14T13:00,21.6,0.00,0.00,1013.2,12.4,20.8,94
2025-07-14T14:00,22.3,0.00,0.00,1014.1,14.5,21.1,90
2025-07-14T15:00,23.2,0.00,0.00,1014.5,17.3,21.6,85
2025-07-14T16:00,23.2,0.00,0.00,1014.5,18.6,21.5,85
2025-07-14T17:00,23.6,0.00,0.00,1014.2,18.3,21.7,83
2025-07-14T18:00,24.2,0.00,0.00,1013.4,18.6,22.2,81
2025-07-14T19:00,24.4,0.00,0.00,1013.0,18.9,22.3,79
2025-07-14T20:00,24.3,0.00,0.00,1012.2,19.2,22.3,79
2025-07-14T21:00,23.7,0.00,0.00,1012.0,17.5,22.0,82
2025-07-14T22:00,23.4,0.00,0.00,1011.8,16.2,21.9,83
2025-07-14T23:00,23.0,0.00,0.00,1012.1,15.1,21.7,85
2025-07-15T00:00,22.6,0.00,0.00,1011.9,14.7,21.6,87
2025-07-15T01:00,22.1,0.00,0.00,1012.7,12.7,21.4,91
2025-07-15T02:00,22.0,0.00,0.00,1013.6,11.9,21.3,93
2025-07-15T03:00,21.8,0.00,0.00,1014.2,11.4,21.2,94
2025-07-15T04:00,21.7,0.00,0.00,1014.6,10.6,21.1,95
2025-07-15T05:00,21.5,0.00,0.00,1014.7,10.3,21.0,96
2025-07-15T06:00,21.5,0.00,0.00,1014.3,12.4,20.9,96
2025-07-15T07:00,21.4,0.00,0.00,1013.6,12.7,20.8,97
