latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-1.0,-91.125,7.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),temperature_80m (°C),relative_humidity_2m (%)
2025-07-15T08:00,21.2,0.00,0.00,1012.8,12.5,20.6,96
2025-07-15T09:00,20.9,0.00,0.00,1012.4,11.1,20.3,97
2025-07-15T10:00,20.7,0.00,0.00,1012.1,10.1,20.1,97
2025-07-15T11:00,20.7,0.00,0.00,1012.3,10.9,20.2,96
2025-07-15T12:00,20.5,0.00,0.00,1012.1,12.7,20.0,97
2025-07-15T13:00,20.9,0.00,0.00,1012.7,13.2,20.1,95
2025-07-15T14:00,21.8,0.00,0.00,1013.5,15.4,20.4,90
2025-07-15T15:00,23.2,0.00,0.00,1014.1,16.1,21.2,80
2025-07-15T16:00,24.0,0.00,0.00,1014.1,22.2,21.9,78
2025-07-15T17:00,23.4,0.00,0.00,1013.6,21.8,21.5,82
2025-07-15T18:00,24.8,0.00,0.00,1012.8,20.8,22.2,74
2025-07-15T19:00,24.9,0.00,0.00,1011.7,21.1,22.4,74
2025-07-15T20:00,24.4,0.00,0.00,1011.3,20.6,22.2,76
2025-07-15T21:00,24.0,0.00,0.00,1010.6,18.4,21.9,76
2025-07-15T22:00,23.8,0.00,0.00,1010.7,17.6,21.9,77
2025-07-15T23:00,23.2,0.00,0.00,1011.0,15.8,21.7,79
2025-07-16T00:00,22.7,0.00,0.00,1011.4,11.7,21.7,80
2025-07-16T01:00,21.8,0.00,0.00,1012.2,8.2,21.2,88
2025-07-16T02:00,21.6,0.00,0.00,1012.8,7.9,21.0,92
2025-07-16T03:00,21.6,0.00,0.00,1013.2,8.7,20.9,92
2025-07-16T04:00,21.3,0.00,0.00,1013.6,7.7,20.8,89
2025-07-16T05:00,20.8,0.00,0.00,1013.8,5.9,20.5,90
2025-07-16T06:00,20.4,0.00,0.00,1013.2,5.6,20.3,91
2025-07-16T07:00,19.8,0.00,0.00,1012.7,5.4,20.0,94
2025-07-16T08:00,19.7,0.00,0.00,1012.0,5.4,20.1,95
2025-07-16T09:00,19.9,0.00,0.00,1011.3,5.5,20.4,96
2025-07-16T10:00,20.6,0.00,0.00,1011.5,9.4,20.5,95
2025-07-16T11:00,21.0,0.00,0.00,1011.5,11.7,20.5,90
2025-07-16T12:00,20.7,0.00,0.00,1011.8,8.8,20.1,94
2025-07-16T13:00,20.8,0.00,0.00,1011.9,8.9,20.1,92
2025-07-16T14:00,21.7,0.00,0.00,1012.7,10.2,20.3,86
2025-07-16T15:00,23.0,0.00,0.00,1013.1,16.1,21.1,79
2025-07-16T16:00,23.6,0.00,0.00,1013.1,19.1,21.5,78
2025-07-16T17:00,23.6,0.00,0.00,1012.7,18.1,21.5,75
2025-07-16T18:00,24.8,0.00,0.00,1011.6,18.4,22.1,69
2025-07-16T19:00,25.2,0.00,0.00,1010.7,19.6,22.4,69
2025-07-16T20:00,24.9,0.00,0.00,1009.6,20.9,22.2,72
2025-07-16T21:00,24.6,0.00,0.00,1009.1,20.8,22.1,70
2025-07-16T22:00,23.9,0.00,0.00,1008.8,19.2,21.9,75
2025-07-16T23:00,22.9,0.00,0.00,1009.3,16.3,21.4,81
2025-07-17T00:00,22.2,0.00,0.00,1009.6,13.0,21.1,82
2025-07-17T01:00,21.5,0.00,0.00,1010.4,9.1,20.7,86
2025-07-17T02:00,21.1,0.00,0.00,1011.0,7.6,20.5,90
2025-07-17T03:00,21.0,0.00,0.00,1011.6,6.9,20.6,91
2025-07-17T04:00,20.9,0.00,0.00,1012.0,6.5,20.6,92
2025-07-17T05:00,21.0,0.00,0.00,1012.4,7.1,20.6,93
2025-07-17T06:00,20.9,0.00,0.00,1012.1,8.1,20.2,94
2025-07-17T07:00,20.7,0.00,0.00,1011.3,6.3,20.0,94
2025-07-17T08:00,20.4,0.00,0.00,1010.2,5.2,19.9,95
2025-07-17T09:00,20.4,0.00,0.00,1009.8,6.4,20.0,97
2025-07-17T10:00,20.5,0.00,0.00,1009.6,7.2,20.0,97
2025-07-17T11:00,20.5,0.00,0.00,1010.0,7.3,19.9,96
2025-07-17T12:00,20.9,0.00,0.00,1010.6,11.3,20.1,94
2025-07-17T13:00,20.9,0.00,0.00,1011.0,9.8,20.0,94
2025-07-17T14:00,21.6,0.00,0.00,1012.0,10.5,20.3,90
2025-07-17T15:00,22.7,0.00,0.00,1012.1,14.4,21.2,83
2025-07-17T16:00,23.1,0.00,0.00,1012.4,16.3,21.3,83
2025-07-17T17:00,23.1,0.00,0.00,1012.2,16.3,21.3,82
2025-07-17T18:00,24.2,0.00,0.00,1011.4,17.6,22.2,77
2025-07-17T19:00,24.1,0.00,0.00,1010.7,17.3,22.0,79
2025-07-17T20:00,24.4,0.00,0.00,1009.9,16.4,22.2,76
2025-07-17T21:00,24.5,0.00,0.00,1009.3,15.9,22.2,75
2025-07-17T22:00,24.1,0.00,0.00,1008.9,16.6,22.1,77
2025-07-17T23:00,23.3,0.00,0.00,1008.9,13.2,21.7,82
2025-07-18T00:00,22.5,0.00,0.00,1009.6,11.4,21.4,86
2025-07-18T01:00,21.9,0.00,0.00,1010.2,7.5,21.0,89
2025-07-18T02:00,21.4,0.00,0.00,1011.0,5.6,20.8,91
2025-07-18T03:00,20.9,0.00,0.00,1011.4,4.7,20.6,93
2025-07-18T04:00,20.5,0.00,0.00,1011.6,4.7,20.5,94
2025-07-18T05:00,20.2,0.00,0.00,1011.9,4.3,20.4,95
2025-07-18T06:00,19.9,0.00,0.00,1011.4,4.2,20.3,98
2025-07-18T07:00,19.8,0.00,0.00,1010.8,4.8,20.2,99
2025-07-18T08:00,20.1,0.00,0.00,1010.0,6.3,20.1,100
2025-07-18T09:00,20.5,0.00,0.00,1009.8,7.7,20.1,99
2025-07-18T10:00,20.7,0.00,0.00,1010.0,8.0,20.1,97
2025-07-18T11:00,20.9,0.00,0.00,1010.7,9.7,20.3,97
2025-07-18T12:00,21.0,0.00,0.00,1011.1,11.7,20.3,96
2025-07-18T13:00,21.1,0.00,0.00,1011.8,9.0,20.2,95
2025-07-18T14:00,21.5,0.00,0.00,1012.5,9.1,20.4,92
2025-07-18T15:00,22.3,0.00,0.00,1012.8,12.0,20.8,88
2025-07-18T16:00,23.1,0.00,0.00,1013.0,12.9,21.2,83
2025-07-18T17:00,24.6,0.00,0.00,1012.4,12.6,22.0,75
2025-07-18T18:00,25.4,0.00,0.00,1011.4,15.3,22.7,74
2025-07-18T19:00,25.6,0.00,0.00,1010.6,17.3,22.7,74
2025-07-18T20:00,25.5,0.00,0.00,1009.6,18.2,22.6,74
2025-07-18T21:00,24.9,0.00,0.00,1009.1,18.5,22.3,76
2025-07-18T22:00,24.2,0.00,0.00,1009.1,17.9,22.1,80
2025-07-18T23:00,23.3,0.00,0.00,1009.7,15.6,21.7,85
2025-07-19T00:00,22.2,0.00,0.00,1010.6,14.1,21.0,88
2025-07-19T01:00,21.6,0.00,0.00,1011.2,10.0,20.7,92
2025-07-19T02:00,21.6,0.00,0.00,1011.7,10.7,20.8,92
2025-07-19T03:00,21.7,0.00,0.00,1012.4,11.2,20.9,93
2025-07-19T04:00,21.4,0.00,0.00,1012.6,9.9,20.6,94
2025-07-19T05:00,21.2,0.00,0.00,1012.9,8.4,20.3,95
2025-07-19T06:00,20.8,0.00,0.00,1012.3,7.6,19.9,96
2025-07-19T07:00,20.7,0.00,0.00,1011.9,7.1,19.9,96
2025-07-19T08:00,20.5,0.00,0.00,1010.9,6.4,19.8,96
2025-07-19T09:00,20.4,0.00,0.00,1010.8,5.4,19.6,97
2025-07-19T10:00,20.4,0.00,0.00,1010.7,6.1,19.7,97
2025-07-19T11:00,20.5,0.00,0.00,1011.5,6.9,19.9,97
2025-07-19T12:00,20.5,0.00,0.00,1011.8,7.7,20.0,99
2025-07-19T13:00,20.9,0.00,0.00,1012.6,7.4,20.0,96
2025-07-19T14:00,21.5,0.00,0.00,1013.3,8.2,20.2,92
2025-07-19T15:00,22.4,0.00,0.00,1013.6,11.5,20.7,88
2025-07-19T16:00,23.2,0.00,0.00,1013.4,13.9,21.2,84
2025-07-19T17:00,23.3,0.00,0.00,1013.2,14.6,21.4,83
2025-07-19T18:00,23.8,0.00,0.00,1012.7,15.5,21.8,82
2025-07-19T19:00,23.8,0.00,0.00,1012.1,15.1,21.9,82
2025-07-19T20:00,23.9,0.00,0.00,1011.2,15.9,22.0,80
2025-07-19T21:00,23.7,0.00,0.00,1010.7,16.7,21.9,81
2025-07-19T22:00,23.3,0.00,0.00,1010.6,16.6,21.6,84
2025-07-19T23:00,22.9,0.00,0.00,1010.9,14.6,21.5,85
2025-07-20T00:00,22.3,0.00,0.00,1011.8,10.7,21.2,88
2025-07-20T01:00,21.8,0.00,0.00,1012.5,6.8,21.1,90
2025-07-20T02:00,21.4,0.00,0.00,1012.9,3.9,20.9,93
2025-07-20T03:00,21.1,0.00,0.00,1013.4,3.2,20.8,95
2025-07-20T04:00,20.9,0.00,0.00,1013.7,3.8,20.6,96
2025-07-20T05:00,20.7,0.00,0.00,1014.0,3.9,20.6,98
2025-07-20T06:00,21.0,0.00,0.00,1014.0,3.8,20.6,98
2025-07-20T07:00,21.0,0.00,0.00,1013.5,4.5,20.5,98
2025-07-20T08:00,20.9,0.00,0.00,1012.2,5.4,20.4,98
2025-07-20T09:00,21.0,0.00,0.00,1011.9,6.2,20.4,95
2025-07-20T10:00,20.8,0.00,0.00,1012.0,3.8,20.3,96
2025-07-20T11:00,20.7,0.00,0.00,1012.6,4.3,20.4,97
2025-07-20T12:00,20.9,0.00,0.00,1013.0,6.5,20.3,97
2025-07-20T13:00,21.1,0.00,0.00,1013.4,6.6,20.2,95
2025-07-20T14:00,21.8,0.00,0.00,1013.9,7.9,20.4,90
2025-07-20T15:00,23.0,0.00,0.00,1014.6,10.0,21.1,83
2025-07-20T16:00,24.0,0.00,0.00,1014.5,14.0,21.7,78
2025-07-20T17:00,24.4,0.00,0.00,1014.5,15.1,22.0,77
2025-07-20T18:00,24.5,0.00,0.00,1013.2,16.5,22.5,77
2025-07-20T19:00,24.2,0.00,0.00,1012.5,17.4,22.2,80
2025-07-20T20:00,24.0,0.00,0.00,1011.5,17.5,22.1,81
2025-07-20T21:00,23.6,0.00,0.00,1011.2,16.8,21.9,83
2025-07-20T22:00,23.3,0.00,0.00,1011.2,14.1,21.8,82
2025-07-20T23:00,23.3,0.00,0.00,1011.4,11.6,21.9,79
2025-07-21T00:00,22.7,0.00,0.00,1011.6,9.0,21.7,85
2025-07-21T01:00,22.0,0.00,0.00,1012.1,6.0,21.4,89
2025-07-21T02:00,21.5,0.00,0.00,1012.9,3.8,21.3,92
2025-07-21T03:00,21.1,0.00,0.00,1013.5,3.4,21.2,94
2025-07-21T04:00,21.0,0.00,0.00,1014.1,3.2,21.2,94
2025-07-21T05:00,20.8,0.00,0.00,1014.1,3.5,21.1,95
2025-07-21T06:00,21.0,0.00,0.00,1013.8,5.3,20.7,97
2025-07-21T07:00,20.9,0.00,0.00,1013.1,5.6,20.6,97
2025-07-21T08:00,20.8,0.00,0.00,1012.9,5.1,20.4,98
2025-07-21T09:00,20.9,0.00,0.00,1012.6,5.4,20.5,97
2025-07-21T10:00,20.9,0.00,0.00,1012.6,5.9,20.4,96
2025-07-21T11:00,20.9,0.00,0.00,1012.9,6.7,20.4,97
2025-07-21T12:00,20.8,0.00,0.00,1012.7,5.7,20.3,97
2025-07-21T13:00,20.9,0.00,0.00,1013.6,4.5,20.3,95
2025-07-21T14:00,22.3,0.00,0.00,1014.1,8.0,20.9,87
2025-07-21T15:00,23.6,0.00,0.00,1014.7,13.2,21.8,80
2025-07-21T16:00,23.8,0.00,0.00,1014.3,14.7,21.7,81
2025-07-21T17:00,24.5,0.00,0.00,1013.8,15.7,21.9,79
2025-07-21T18:00,25.1,0.00,0.00,1012.9,16.1,22.3,76
2025-07-21T19:00,25.4,0.00,0.00,1012.0,18.4,22.5,74
2025-07-21T20:00,25.0,0.00,0.00,1011.0,19.1,22.3,75
2025-07-21T21:00,24.6,0.00,0.00,1010.7,18.2,22.1,77
2025-07-21T22:00,24.1,0.00,0.00,1010.7,15.9,22.0,78
2025-07-21T23:00,23.5,0.00,0.00,1011.4,15.2,21.8,81
2025-07-22T00:00,22.6,0.00,0.00,1011.4,10.3,21.4,86
2025-07-22T01:00,21.9,0.00,0.00,1012.4,7.2,21.0,91
2025-07-22T02:00,21.5,0.00,0.00,1012.7,4.8,20.8,93
2025-07-22T03:00,21.1,0.00,0.00,1013.4,4.2,20.8,95
2025-07-22T04:00,20.7,0.00,0.00,1013.6,4.0,20.8,96
2025-07-22T05:00,20.4,0.00,0.00,1013.9,3.7,20.6,96
2025-07-22T06:00,20.5,0.00,0.00,1013.6,3.3,20.5,98
2025-07-22T07:00,20.5,0.00,0.00,1012.6,3.7,20.5,99
2025-07-22T08:00,20.5,0.00,0.00,1012.0,4.6,20.4,99
2025-07-22T09:00,20.4,0.00,0.00,1011.4,5.4,20.1,99
2025-07-22T10:00,20.5,0.00,0.00,1011.3,6.6,20.0,99
2025-07-22T11:00,20.5,0.00,0.00,1011.4,7.4,19.9,98
2025-07-22T12:00,20.9,0.00,0.00,1011.4,8.0,20.2,98
2025-07-22T13:00,21.0,0.00,0.00,1012.3,8.5,20.2,96
2025-07-22T14:00,21.8,0.00,0.00,1013.3,9.5,20.4,90
2025-07-22T15:00,22.5,0.00,0.00,1014.0,11.9,20.8,85
2025-07-22T16:00,23.2,0.00,0.00,1014.3,13.5,21.1,81
2025-07-22T17:00,23.9,0.00,0.00,1013.9,14.1,21.5,77
2025-07-22T18:00,24.8,0.00,0.00,1013.0,15.0,22.1,73
2025-07-22T19:00,25.0,0.00,0.00,1012.0,16.8,22.2,72
2025-07-22T20:00,24.8,0.00,0.00,1011.2,18.2,22.1,74
2025-07-22T21:00,24.3,0.00,0.00,1010.9,18.0,21.9,76
2025-07-22T22:00,23.5,0.00,0.00,1010.9,17.7,21.6,81
2025-07-22T23:00,22.6,0.00,0.00,1011.3,15.5,21.1,86
2025-07-23T00:00,22.2,0.00,0.00,1011.7,13.2,21.0,87
2025-07-23T01:00,21.6,0.00,0.00,1012.3,10.4,20.6,90
2025-07-23T02:00,21.3,0.00,0.00,1012.9,8.3,20.4,91
2025-07-23T03:00,20.9,0.00,0.00,1013.3,7.1,20.2,93
2025-07-23T04:00,20.5,0.00,0.00,1013.7,5.9,20.0,96
2025-07-23T05:00,20.0,0.00,0.00,1013.9,4.7,20.0,98
2025-07-23T06:00,20.1,0.00,0.00,1013.5,3.8,20.0,100
2025-07-23T07:00,19.9,0.00,0.00,1012.8,3.6,19.8,100
2025-07-23T08:00,19.7,0.00,0.00,1012.0,3.6,19.7,100
2025-07-23T09:00,19.6,0.00,0.00,1011.5,3.3,19.8,99
2025-07-23T10:00,19.5,0.00,0.00,1011.5,3.5,19.8,99
2025-07-23T11:00,19.3,0.00,0.00,1011.8,3.4,19.8,97
2025-07-23T12:00,19.7,0.00,0.00,1012.3,5.1,19.7,99
2025-07-23T13:00,20.1,0.00,0.00,1013.0,5.9,19.9,98
2025-07-23T14:00,21.7,0.00,0.00,1013.8,11.6,20.5,89
2025-07-23T15:00,22.5,0.00,0.00,1014.2,14.7,20.9,85
2025-07-23T16:00,23.1,0.00,0.00,1014.4,14.8,21.1,83
2025-07-23T17:00,24.1,0.00,0.00,1013.7,15.1,21.6,77
2025-07-23T18:00,25.0,0.00,0.00,1012.9,16.8,22.2,74
2025-07-23T19:00,25.5,0.00,0.00,1011.7,17.3,22.5,72
2025-07-23T20:00,25.3,0.00,0.00,1010.9,18.1,22.6,74
2025-07-23T21:00,24.7,0.00,0.00,1010.4,18.4,22.4,76
2025-07-23T22:00,24.2,0.00,0.00,1010.6,17.6,22.2,78
2025-07-23T23:00,23.4,0.00,0.00,1011.2,15.8,21.8,81
2025-07-24T00:00,22.5,0.00,0.00,1011.9,13.7,21.3,89
2025-07-24T01:00,22.2,0.00,0.00,1012.5,11.5,21.4,91
2025-07-24T02:00,21.8,0.00,0.00,1013.3,10.2,21.1,94
2025-07-24T03:00,21.5,0.00,0.00,1014.1,8.5,20.8,96
2025-07-24T04:00,21.4,0.00,0.00,1014.6,7.5,20.7,97
2025-07-24T05:00,21.3,0.00,0.00,1014.9,6.3,20.8,98
2025-07-24T06:00,21.5,0.00,0.00,1014.6,8.2,20.9,98
2025-07-24T07:00,21.4,0.00,0.00,1013.4,8.5,20.8,98
2025-07-24T08:00,21.3,0.00,0.00,1012.9,9.0,20.6,97
2025-07-24T09:00,21.1,0.00,0.00,1012.5,7.9,20.3,96
2025-07-24T10:00,20.9,0.00,0.00,1013.0,7.8,20.3,97
2025-07-24T11:00,20.9,0.00,0.00,1013.1,9.3,20.4,98
2025-07-24T12:00,21.1,0.00,0.00,1013.5,8.4,20.6,98
2025-07-24T13:00,21.2,0.00,0.00,1013.8,8.5,20.4,97
2025-07-24T14:00,21.8,0.00,0.00,1014.4,10.0,20.6,94
2025-07-24T15:00,22.6,0.00,0.00,1014.9,15.5,21.0,89
2025-07-24T16:00,23.3,0.00,0.00,1015.1,16.4,21.4,82
2025-07-24T17:00,24.2,0.00,0.00,1014.7,17.1,21.9,78
2025-07-24T18:00,24.5,0.00,0.00,1013.9,19.1,22.0,78
2025-07-24T19:00,24.4,0.00,0.00,1012.6,18.1,22.0,78
2025-07-24T20:00,24.5,0.00,0.00,1011.6,16.8,22.1,76
2025-07-24T21:00,24.3,0.00,0.00,1010.9,17.0,21.9,76
2025-07-24T22:00,23.8,0.00,0.00,1011.0,16.3,21.7,78
2025-07-24T23:00,23.2,0.00,0.00,1011.1,14.7,21.5,79
2025-07-25T00:00,22.3,0.00,0.00,1011.5,11.3,21.2,88
2025-07-25T01:00,21.6,0.00,0.00,1012.3,8.4,20.7,94
2025-07-25T02:00,21.1,0.00,0.00,1012.9,6.5,20.6,97
2025-07-25T03:00,20.9,0.00,0.00,1013.6,5.5,20.6,98
2025-07-25T04:00,20.9,0.00,0.00,1013.7,6.0,20.7,98
2025-07-25T05:00,20.9,0.00,0.00,1013.9,7.1,20.5,98
2025-07-25T06:00,20.9,0.00,0.00,1013.8,5.9,20.5,99
2025-07-25T07:00,20.7,0.00,0.00,1013.1,4.9,20.3,100
2025-07-25T08:00,20.5,0.00,0.00,1012.3,4.8,20.2,100
2025-07-25T09:00,20.4,0.00,0.00,1012.2,4.3,20.0,100
2025-07-25T10:00,20.3,0.00,0.00,1012.3,4.7,20.0,100
2025-07-25T11:00,20.4,0.00,0.00,1012.7,5.5,20.1,99
2025-07-25T12:00,20.9,0.10,0.00,1012.9,7.1,20.5,99
2025-07-25T13:00,21.3,0.10,0.00,1013.6,9.4,20.6,97
2025-07-25T14:00,21.6,0.10,0.00,1014.0,10.9,20.5,95
2025-07-25T15:00,22.2,0.10,0.00,1014.4,12.7,20.7,91
2025-07-25T16:00,23.0,0.00,0.00,1014.4,14.6,21.2,85
2025-07-25T17:00,23.7,0.00,0.00,1013.8,15.8,21.4,81
2025-07-25T18:00,24.3,0.00,0.00,1013.1,17.3,22.0,79
2025-07-25T19:00,24.5,0.00,0.00,1011.9,17.5,22.0,79
2025-07-25T20:00,24.6,0.00,0.00,1011.2,17.1,22.0,78
2025-07-25T21:00,24.4,0.00,0.00,1010.7,16.3,22.0,78
2025-07-25T22:00,23.9,0.00,0.00,1010.7,15.3,21.9,81
2025-07-25T23:00,23.2,0.00,0.00,1010.8,13.7,21.6,83
2025-07-26T00:00,22.5,0.00,0.00,1011.0,11.6,21.4,86
2025-07-26T01:00,21.8,0.00,0.00,1011.6,7.4,21.0,91
2025-07-26T02:00,21.3,0.00,0.00,1012.5,5.6,20.8,93
2025-07-26T03:00,21.0,0.00,0.00,1013.4,5.4,20.8,95
2025-07-26T04:00,20.7,0.00,0.00,1013.5,4.9,20.7,96
2025-07-26T05:00,20.5,0.00,0.00,1013.5,4.4,20.6,95
2025-07-26T06:00,21.0,0.00,0.00,1013.4,3.5,21.2,95
2025-07-26T07:00,21.0,0.00,0.00,1012.9,4.3,21.1,94
2025-07-26T08:00,21.2,0.00,0.00,1012.1,6.3,20.9,95
2025-07-26T09:00,21.2,0.00,0.00,1011.8,6.3,20.7,94
2025-07-26T10:00,21.0,0.00,0.00,1011.8,4.8,20.6,95
2025-07-26T11:00,20.8,0.00,0.00,1011.8,5.9,20.6,96
2025-07-26T12:00,20.6,0.00,0.00,1011.7,6.9,20.3,97
2025-07-26T13:00,20.7,0.00,0.00,1012.0,7.7,20.1,95
2025-07-26T14:00,21.7,0.00,0.00,1013.1,11.4,20.3,90
2025-07-26T15:00,22.5,0.00,0.00,1013.7,13.9,20.6,85
2025-07-26T16:00,23.6,0.00,0.00,1013.8,16.3,21.2,78
2025-07-26T17:00,24.2,0.00,0.00,1013.3,17.9,21.5,73
2025-07-26T18:00,25.2,0.00,0.00,1011.9,18.2,22.3,69
2025-07-26T19:00,25.1,0.00,0.00,1011.0,18.7,22.2,70
2025-07-26T20:00,25.2,0.00,0.00,1010.5,19.5,22.4,68
2025-07-26T21:00,24.8,0.00,0.00,1010.1,19.7,22.3,70
2025-07-26T22:00,24.0,0.00,0.00,1010.3,18.4,22.0,74
2025-07-26T23:00,23.3,0.00,0.00,1010.6,16.1,21.7,75
2025-07-27T00:00,22.4,0.00,0.00,1011.1,14.7,21.3,82
2025-07-27T01:00,21.5,0.00,0.00,1011.5,9.9,20.8,88
2025-07-27T02:00,21.1,0.00,0.00,1011.9,7.6,20.6,88
2025-07-27T03:00,20.6,0.00,0.00,1012.5,6.6,20.5,90
2025-07-27T04:00,20.3,0.00,0.00,1012.8,5.5,20.3,93
2025-07-27T05:00,20.0,0.00,0.00,1013.4,4.7,20.3,95
2025-07-27T06:00,19.8,0.00,0.00,1013.5,2.2,20.0,95
2025-07-27T07:00,19.6,0.00,0.00,1012.8,2.2,19.9,95
2025-07-27T08:00,19.3,0.00,0.00,1011.9,3.0,19.7,94
2025-07-27T09:00,19.0,0.00,0.00,1011.7,3.3,19.6,94
2025-07-27T10:00,18.8,0.00,0.00,1011.8,3.8,19.5,94
2025-07-27T11:00,18.9,0.00,0.00,1012.2,4.0,19.4,95
2025-07-27T12:00,19.0,0.00,0.00,1012.6,5.0,19.3,97
2025-07-27T13:00,19.6,0.00,0.00,1013.1,7.1,19.2,98
2025-07-27T14:00,20.7,0.00,0.00,1013.8,11.1,19.4,93
2025-07-27T15:00,21.7,0.00,0.00,1014.6,14.1,20.0,85
2025-07-27T16:00,22.6,0.00,0.00,1015.0,16.1,20.5,80
2025-07-27T17:00,22.9,0.00,0.00,1014.9,16.6,20.8,77
2025-07-27T18:00,23.4,0.00,0.00,1013.6,18.2,21.3,77
2025-07-27T19:00,23.6,0.00,0.00,1012.7,19.5,21.4,75
2025-07-27T20:00,23.9,0.00,0.00,1012.0,20.6,21.4,75
2025-07-27T21:00,23.5,0.00,0.00,1011.5,19.0,21.2,76
2025-07-27T22:00,23.2,0.00,0.00,1011.4,17.2,21.3,73
2025-07-27T23:00,22.5,0.00,0.00,1011.6,15.1,21.0,75
2025-07-28T00:00,21.7,0.00,0.00,1012.0,12.5,20.7,83
2025-07-28T01:00,20.9,0.00,0.00,1012.6,8.7,20.3,89
2025-07-28T02:00,20.5,0.00,0.00,1013.4,7.2,20.2,92
2025-07-28T03:00,20.2,0.00,0.00,1013.9,6.9,20.1,94
2025-07-28T04:00,20.1,0.00,0.00,1014.6,6.4,20.0,95
2025-07-28T05:00,19.9,0.00,0.00,1014.7,5.5,19.9,96
2025-07-28T06:00,20.3,0.00,0.00,1014.7,6.4,20.2,96
2025-07-28T07:00,20.3,0.00,0.00,1014.1,6.1,20.1,95
2025-07-28T08:00,20.1,0.00,0.00,1013.3,5.8,19.9,94
2025-07-28T09:00,20.0,0.00,0.00,1012.9,6.0,19.8,95
2025-07-28T10:00,19.8,0.00,0.00,1012.9,6.2,19.7,95
2025-07-28T11:00,19.6,0.00,0.00,1013.4,5.9,19.7,95
2025-07-28T12:00,19.5,0.00,0.00,1013.7,6.5,19.7,95
2025-07-28T13:00,19.9,0.00,0.00,1014.3,6.2,19.8,93
2025-07-28T14:00,21.4,0.00,0.00,1014.8,9.8,20.1,87
2025-07-28T15:00,23.0,0.00,0.00,1015.2,14.0,21.2,77
2025-07-28T16:00,23.9,0.00,0.00,1015.2,16.7,21.7,74
2025-07-28T17:00,24.2,0.00,0.00,1015.1,17.8,21.6,75
2025-07-28T18:00,24.9,0.00,0.00,1014.1,17.3,22.0,72
2025-07-28T19:00,25.5,0.00,0.00,1013.3,16.9,22.4,67
2025-07-28T20:00,25.3,0.00,0.00,1012.5,17.6,22.4,66
2025-07-28T21:00,25.0,0.00,0.00,1012.0,17.7,22.3,67
2025-07-28T22:00,24.3,0.00,0.00,1011.8,17.1,22.0,71
2025-07-28T23:00,23.3,0.00,0.00,1012.0,15.8,21.6,75
2025-07-29T00:00,22.0,0.00,0.00,1012.8,12.7,20.9,82
2025-07-29T01:00,21.1,0.00,0.00,1013.8,7.6,20.4,88
2025-07-29T02:00,20.4,0.00,0.00,1014.4,5.4,20.3,92
2025-07-29T03:00,19.9,0.00,0.00,1015.3,4.3,20.5,94
2025-07-29T04:00,19.8,0.00,0.00,1015.4,3.6,20.5,93
2025-07-29T05:00,19.8,0.00,0.00,1015.6,3.3,20.4,94
2025-07-29T06:00,19.9,0.00,0.00,1015.5,4.9,20.3,96
2025-07-29T07:00,20.1,0.00,0.00,1014.5,5.4,20.0,98
2025-07-29T08:00,20.1,0.00,0.00,1013.7,5.4,19.8,99
2025-07-29T09:00,19.9,0.00,0.00,1013.4,4.6,19.6,99
2025-07-29T10:00,19.7,0.00,0.00,1013.4,3.9,19.5,99
2025-07-29T11:00,19.5,0.00,0.00,1013.8,4.0,19.5,99
2025-07-29T12:00,19.6,0.00,0.00,1014.1,4.7,19.5,99
2025-07-29T13:00,19.8,0.00,0.00,1014.6,5.0,19.5,99
2025-07-29T14:00,21.3,0.00,0.00,1015.3,7.8,19.8,89
2025-07-29T15:00,23.0,0.00,0.00,1015.8,10.2,21.0,72
2025-07-29T16:00,24.3,0.00,0.00,1015.8,15.3,22.0,68
2025-07-29T17:00,24.1,0.00,0.00,1015.5,18.4,21.8,74
2025-07-29T18:00,24.2,0.00,0.00,1014.9,17.2,21.7,74
2025-07-29T19:00,24.8,0.00,0.00,1014.1,17.1,22.1,70
2025-07-29T20:00,25.0,0.00,0.00,1013.3,17.7,22.2,70
2025-07-29T21:00,24.8,0.00,0.00,1012.9,16.8,22.3,69
2025-07-29T22:00,24.3,0.00,0.00,1012.7,16.4,22.2,69
2025-07-29T23:00,23.4,0.00,0.00,1013.0,15.7,21.8,73
2025-07-30T00:00,22.2,0.00,0.00,1013.4,14.8,21.1,82
2025-07-30T01:00,21.4,0.00,0.00,1014.3,12.2,20.5,90
2025-07-30T02:00,21.0,0.00,0.00,1014.6,8.7,20.4,90
2025-07-30T03:00,20.6,0.00,0.00,1015.1,6.9,20.3,91
2025-07-30T04:00,20.2,0.00,0.00,1015.2,6.4,20.1,94
2025-07-30T05:00,20.0,0.00,0.00,1015.3,6.6,20.0,95
2025-07-30T06:00,19.8,0.00,0.00,1015.1,6.2,19.9,96
2025-07-30T07:00,19.6,0.00,0.00,1014.5,5.2,19.7,96
2025-07-30T08:00,19.4,0.00,0.00,1013.7,5.2,19.6,96
2025-07-30T09:00,19.4,0.00,0.00,1013.1,4.8,19.6,95
2025-07-30T10:00,19.5,0.00,0.00,1012.9,4.9,19.7,95
2025-07-30T11:00,19.6,0.00,0.00,1013.2,6.7,19.7,97
